,Best Picture,Certificate (GB),Certificate (US),Production Companies (1st),Title,IMDB Rating,genres,plot_keywords,genres_encoded,genres_decode,production_company_encoded,plot_keywords_encoded,plot_keywords_decode
3011,,12,PG-13,Columbia Pictures,Men in Black,7.3,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']","['police', 'secret']",[ 0  1  4 19],['Action' 'Adventure' 'Comedy' 'Sci-Fi'],2294,[65 73],['police' 'secret']
3012,,12,PG-13,Columbia Pictures,Jumanji: Welcome to the Jungle,6.9,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['work', 'way']",[0 1 4 9],['Action' 'Adventure' 'Comedy' 'Fantasy'],2294,[94 90],['work' 'way']
3013,,12,PG-13,Capitol Films,The Chase,5.8,"['Action', 'Adventure', 'Comedy', 'Crime', 'Romance', 'Thriller']","['woman', 'police', 'takes']",[ 0  1  4  5 18 21],['Action' 'Adventure' 'Comedy' 'Crime' 'Romance' 'Thriller'],1878,[92 65 81],['woman' 'police' 'takes']
3014,,12,PG-13,Marvel Studios,Guardians of the Galaxy,8.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']","['stop', 'group']",[ 0  1  4 19],['Action' 'Adventure' 'Comedy' 'Sci-Fi'],5190,[78 35],['stop' 'group']
3015,,12,PG-13,Golden Harvest Company,Teenage Mutant Ninja Turtles: Out of the Shadows,5.9,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",['new'],[ 0  1  4 19],['Action' 'Adventure' 'Comedy' 'Sci-Fi'],3782,[59],['new']
3016,,12,PG-13,Touchstone Pictures,Wild Hogs,5.8,"['Action', 'Adventure', 'Comedy']","['group', 'new']",[0 1 4],['Action' 'Adventure' 'Comedy'],7537,[35 59],['group' 'new']
3017,,12,PG-13,Marvel Studios,Ant-Man and the Wasp,7.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']","['finds', 'father', 'man', 'new', 'past']",[ 0  1  4 19],['Action' 'Adventure' 'Comedy' 'Sci-Fi'],5190,[26 23 53 59 63],['finds' 'father' 'man' 'new' 'past']
3018,,12,PG-13,New Line Cinema,Austin Powers in Goldmember,6.2,"['Action', 'Adventure', 'Comedy', 'Crime']","['evil', 'father']",[0 1 4 5],['Action' 'Adventure' 'Comedy' 'Crime'],5597,[19 23],['evil' 'father']
3019,,12,PG-13,Touchstone Pictures,Six Days Seven Nights,5.9,"['Action', 'Adventure', 'Comedy', 'Romance']","['york', 'new']",[ 0  1  4 18],['Action' 'Adventure' 'Comedy' 'Romance'],7537,[98 59],['york' 'new']
3020,,12,Unrated,Escapology,Dudes & Dragons,4.7,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['true', 'evil', 'set', 'stop', 'wife', 'family', 'love', 'journey', 'brother', 'young']",[0 1 4 9],['Action' 'Adventure' 'Comedy' 'Fantasy'],3105,[87 19 74 78 91 22 51 42  5 99],"['true' 'evil' 'set' 'stop' 'wife' 'family' 'love' 'journey' 'brother'
 'young']"
3021,,12A,Approved,Madison Wells,Mortdecai,5.5,"['Action', 'Adventure', 'Comedy', 'Crime', 'Mystery']",['time'],[ 0  1  4  5 15],['Action' 'Adventure' 'Comedy' 'Crime' 'Mystery'],5067,[84],['time']
3022,,12A,PG-13,Columbia Pictures,Charlie's Angels,5.0,"['Action', 'Adventure', 'Comedy']","['lives', 'young']",[0 1 4],['Action' 'Adventure' 'Comedy'],2294,[46 99],['lives' 'young']
3023,,15,Not Rated,Canal+ Polska,Jurassic City,3.0,"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']",[],[ 0  1  4 12 19 21],['Action' 'Adventure' 'Comedy' 'Horror' 'Sci-Fi' 'Thriller'],1843,[],[]
3024,,15,Not Rated,Titan Global Entertainment,Poseidon Rex,2.7,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror', 'Sci-Fi', 'Thriller']","['evil', 'small', 'finds', 'past']",[ 0  1  4  9 12 19 21],['Action' 'Adventure' 'Comedy' 'Fantasy' 'Horror' 'Sci-Fi' 'Thriller'],7503,[19 75 26 63],['evil' 'small' 'finds' 'past']
3025,,15,Not Rated,EMA Films,Turbo Kid,6.7,"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi']","['save', 'fight', 'friend']",[ 0  1  4 12 19],['Action' 'Adventure' 'Comedy' 'Horror' 'Sci-Fi'],2888,[71 24 29],['save' 'fight' 'friend']
3026,,15,Not Rated,Sprockefeller Pictures,Spy Intervention,3.9,"['Action', 'Adventure', 'Comedy']","['meets', 'woman', 'world']",[0 1 4],['Action' 'Adventure' 'Comedy'],7039,[54 92 95],['meets' 'woman' 'world']
3027,,15,PG-13,Millennium Films,Spiders,3.4,"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']","['soon', 'city', 'york', 'new']",[ 0  1  4 12 19 21],['Action' 'Adventure' 'Comedy' 'Horror' 'Sci-Fi' 'Thriller'],5332,[77  6 98 59],['soon' 'city' 'york' 'new']
3028,,15,PG-13,Epic Pictures Group,Big Ass Spider!,5.3,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi', 'Thriller']","['city', 'team']",[ 0  1  4 15 19 21],['Action' 'Adventure' 'Comedy' 'Mystery' 'Sci-Fi' 'Thriller'],3082,[ 6 82],['city' 'team']
3029,,15,PG-13,Twentieth Century Fox,Big Trouble in Little China,7.2,"['Action', 'Adventure', 'Comedy', 'Fantasy']",[],[0 1 4 9],['Action' 'Adventure' 'Comedy' 'Fantasy'],7610,[],[]
3030,,15,PG-13,Columbia Pictures,Ishtar,4.6,"['Action', 'Adventure', 'Comedy', 'Music', 'Thriller']",[],[ 0  1  4 13 21],['Action' 'Adventure' 'Comedy' 'Music' 'Thriller'],2294,[],[]
3031,,15,PG-13,Columbia Pictures,Last Action Hero,6.5,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['world', 'help', 'young']",[0 1 4 9],['Action' 'Adventure' 'Comedy' 'Fantasy'],2294,[95 36 99],['world' 'help' 'young']
3032,,15,R,Bayview Films,Knights of Badassdom,5.6,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror']",[],[ 0  1  4  9 12],['Action' 'Adventure' 'Comedy' 'Fantasy' 'Horror'],1196,[],[]
3033,,15,R,Imagine Entertainment,The Spy Who Dumped Me,6.0,"['Action', 'Adventure', 'Comedy']","['best', 'friends', 'discovers']",[0 1 4],['Action' 'Adventure' 'Comedy'],4277,[ 3 30 16],['best' 'friends' 'discovers']
3034,,15,R,Access Industries,Game Night,6.9,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']","['real', 'life', 'friends', 'group', 'brother']",[ 0  1  4  5 21],['Action' 'Adventure' 'Comedy' 'Crime' 'Thriller'],365,[67 45 30 35  5],['real' 'life' 'friends' 'group' 'brother']
3035,,15,R,Touchstone Pictures,The Life Aquatic with Steve Zissou,7.2,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance']","['son', 'wife', 'man']",[ 0  1  4  7 18],['Action' 'Adventure' 'Comedy' 'Drama' 'Romance'],7537,[76 91 53],['son' 'wife' 'man']
3036,,15,R,Chernin Entertainment,Snatched,4.7,"['Action', 'Adventure', 'Comedy']","['mother', 'woman', 'young']",[0 1 4],['Action' 'Adventure' 'Comedy'],2042,[56 92 99],['mother' 'woman' 'young']
3037,,15,R,One-Tu-Three Productions Inc.,Soulkeeper,4.9,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror', 'Sci-Fi']",['evil'],[ 0  1  4  9 12 19],['Action' 'Adventure' 'Comedy' 'Fantasy' 'Horror' 'Sci-Fi'],5781,[19],['evil']
3038,,15,R,Columbia Pictures,The Interview,6.5,"['Action', 'Adventure', 'Comedy']",['run'],[0 1 4],['Action' 'Adventure' 'Comedy'],2294,[70],['run']
3039,,15,R,Morgan Creek Entertainment,Chill Factor,5.2,"['Action', 'Adventure', 'Comedy', 'Drama', 'Thriller']","['falls', 'make', 'men', 'new']",[ 0  1  4  7 21],['Action' 'Adventure' 'Comedy' 'Drama' 'Thriller'],5420,[21 52 55 59],['falls' 'make' 'men' 'new']
3040,,15,R,Carolina Productions,Why Me?,5.8,"['Action', 'Adventure', 'Comedy', 'Crime']","['police', 'american']",[0 1 4 5],['Action' 'Adventure' 'Comedy' 'Crime'],1909,[65  1],['police' 'american']
3041,,15,R,Universal Pictures,Your Highness,5.5,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']","['goes', 'brother']",[ 0  1  4  9 18],['Action' 'Adventure' 'Comedy' 'Fantasy' 'Romance'],7676,[34  5],['goes' 'brother']
3042,,15,R,Destro Films,Jay and Silent Bob Reboot,5.6,"['Action', 'Adventure', 'Comedy']","['father', 'stop', 'film', 'way', 'discovers', 'new']",[0 1 4],['Action' 'Adventure' 'Comedy'],2705,[23 78 25 90 16 59],['father' 'stop' 'film' 'way' 'discovers' 'new']
3043,,15,TV-14,Eaves Movie Ranch,The Ridiculous 6,4.8,"['Action', 'Adventure', 'Comedy', 'Western']","['men', 'discovers']",[ 0  1  4 23],['Action' 'Adventure' 'Comedy' 'Western'],2927,[55 16],['men' 'discovers']
3044,,15,TV-MA,Happy Madison Productions,The Do-Over,5.7,"['Action', 'Adventure', 'Comedy', 'Mystery']","['people', 'new']",[ 0  1  4 15],['Action' 'Adventure' 'Comedy' 'Mystery'],4005,[64 59],['people' 'new']
3045,,15,TV-MA,WarParty Films,Boss Level,6.8,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi', 'Thriller']","['murder', 'agent', 'time', 'day']",[ 0  1  4 15 19 21],['Action' 'Adventure' 'Comedy' 'Mystery' 'Sci-Fi' 'Thriller'],7816,[57  0 84 12],['murder' 'agent' 'time' 'day']
3046,,18,R,Twentieth Century Fox,The Adventures of Ford Fairlane,6.4,"['Action', 'Adventure', 'Comedy', 'Crime', 'Music', 'Mystery']",[],[ 0  1  4  5 13 15],['Action' 'Adventure' 'Comedy' 'Crime' 'Music' 'Mystery'],7610,[],[]
3047,,18,R,Dimension Films,The Crow: Wicked Prayer,3.0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror', 'Thriller']","['murder', 'ex', 'way']",[ 0  1  4  9 12 21],['Action' 'Adventure' 'Comedy' 'Fantasy' 'Horror' 'Thriller'],2743,[57 20 90],['murder' 'ex' 'way']
3048,,AA,PG,Universal Pictures,Smokey and the Bandit II,5.2,"['Action', 'Adventure', 'Comedy']","['goes', 'run']",[0 1 4],['Action' 'Adventure' 'Comedy'],7676,[34 70],['goes' 'run']
3049,,PG,PG,Warner Bros.,Pan,5.7,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['finds', 'world', 'year', 'discovers', 'old']",[0 1 4 8 9],['Action' 'Adventure' 'Comedy' 'Family' 'Fantasy'],7819,[26 95 96 16 61],['finds' 'world' 'year' 'discovers' 'old']
3050,,PG,PG,Columbia Pictures,Zathura: A Space Adventure,6.2,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']","['house', 'young']",[ 0  1  4  8  9 19],['Action' 'Adventure' 'Comedy' 'Family' 'Fantasy' 'Sci-Fi'],2294,[39 99],['house' 'young']
3051,,PG,PG,Metro-Goldwyn-Mayer (MGM),The Pink Panther 2,5.6,"['Action', 'Adventure', 'Comedy', 'Crime', 'Mystery']","['just', 'stop']",[ 0  1  4  5 15],['Action' 'Adventure' 'Comedy' 'Crime' 'Mystery'],5288,[43 78],['just' 'stop']
3052,,PG,PG,Ian Bryce Productions,Finding 'Ohana,6.1,"['Action', 'Adventure', 'Comedy', 'Family']","['long', 'takes', 'friends', 'new']",[0 1 4 8],['Action' 'Adventure' 'Comedy' 'Family'],4248,[49 81 30 59],['long' 'takes' 'friends' 'new']
3053,,PG,PG,Warner Bros.,Pokémon: Detective Pikachu,6.5,"['Action', 'Adventure', 'Comedy', 'Family', 'Mystery', 'Sci-Fi']","['boy', 'world', 'people', 'comes']",[ 0  1  4  8 15 19],['Action' 'Adventure' 'Comedy' 'Family' 'Mystery' 'Sci-Fi'],7819,[ 4 95 64  8],['boy' 'world' 'people' 'comes']
3054,,PG,PG,Warner Bros.,Speed Racer,6.1,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Sci-Fi', 'Sport']","['high', 'world', 'family', 'help', 'young']",[ 0  1  4  7  8 19 20],['Action' 'Adventure' 'Comedy' 'Drama' 'Family' 'Sci-Fi' 'Sport'],7819,[37 95 22 36 99],['high' 'world' 'family' 'help' 'young']
3055,,PG,PG,Dylan Sellers Productions,Agent Cody Banks 2: Destination London,4.5,"['Action', 'Adventure', 'Comedy', 'Family', 'Romance', 'Sci-Fi']","['evil', 'high', 'world', 'new']",[ 0  1  4  8 18 19],['Action' 'Adventure' 'Comedy' 'Family' 'Romance' 'Sci-Fi'],2878,[19 37 95 59],['evil' 'high' 'world' 'new']
3056,,PG,PG,The Walt Disney Company,Pete's Dragon,6.7,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']","['best', 'boy', 'friend']",[0 1 4 7 8 9],['Action' 'Adventure' 'Comedy' 'Drama' 'Family' 'Fantasy'],7440,[ 3  4 29],['best' 'boy' 'friend']
3057,,PG,PG,Revolution Studios,Zoom,4.4,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']","['work', 'group']",[ 0  1  4  8  9 19],['Action' 'Adventure' 'Comedy' 'Family' 'Fantasy' 'Sci-Fi'],6463,[94 35],['work' 'group']
3058,,PG,PG,Paramount Pictures,Star Trek IV: The Voyage Home,7.3,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']","['save', 'time']",[ 0  1  4 19],['Action' 'Adventure' 'Comedy' 'Sci-Fi'],5921,[71 84],['save' 'time']
3059,,PG,PG-13,Columbia Pictures,Men in Black 3,6.8,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']","['stop', 'agent', 'time', 'friend']",[ 0  1  4 19],['Action' 'Adventure' 'Comedy' 'Sci-Fi'],2294,[78  0 84 29],['stop' 'agent' 'time' 'friend']
3060,,PG,TV-PG,Character Brigade,Albion: The Enchanted Stallion,5.2,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['girl', 'world', 'people', 'year', 'discovers', 'old']",[0 1 4 8 9],['Action' 'Adventure' 'Comedy' 'Family' 'Fantasy'],2017,[33 95 64 96 16 61],['girl' 'world' 'people' 'year' 'discovers' 'old']
3061,,PG,TV-PG,LD Entertainment,The Sleepover,5.7,"['Action', 'Adventure', 'Comedy', 'Family']","['forced', 'night', 'team', 'job', 'discover']",[0 1 4 8],['Action' 'Adventure' 'Comedy' 'Family'],4689,[28 60 82 41 15],['forced' 'night' 'team' 'job' 'discover']
3062,,U,PG,Have No Fear Productions,Underdog,4.8,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",['city'],[ 0  1  4  8  9 19],['Action' 'Adventure' 'Comedy' 'Family' 'Fantasy' 'Sci-Fi'],4030,[6],['city']
3063,,U,PG,Walt Disney Pictures,George of the Jungle,5.5,"['Action', 'Adventure', 'Comedy', 'Family', 'Romance']","['falls', 'love', 'american', 'man']",[ 0  1  4  8 18],['Action' 'Adventure' 'Comedy' 'Family' 'Romance'],7807,[21 51  1 53],['falls' 'love' 'american' 'man']
3064,,U,PG,Dimension Films,Spy Kids,5.6,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']","['evil', 'save', 'high']",[ 0  1  4  8 19],['Action' 'Adventure' 'Comedy' 'Family' 'Sci-Fi'],2743,[19 71 37],['evil' 'save' 'high']
3065,,12,PG-13,Herrick Entertainment,My One and Only,6.5,"['Adventure', 'Biography', 'Comedy', 'Drama', 'Romance']","['husband', 'life', 'takes']",[ 1  3  4  7 18],['Adventure' 'Biography' 'Comedy' 'Drama' 'Romance'],4077,[40 45 81],['husband' 'life' 'takes']
3066,,,F,Cartoon Network Studios,Billy & Mandy's Big Boogey Adventure,7.3,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['world', 'man']",[2 1 4 8 9],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy'],1923,[95 53],['world' 'man']
3067,,,TV-PG,BAF Berlin Animation Film,Happily N'ever After 2: Snow White: Another Bite at the Apple,3.6,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['evil', 'soon', 'father', 'stop', 'friends', 'help', 'way', 'time']",[2 1 4 8 9],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy'],1005,[19 77 23 78 30 36 90 84],['evil' 'soon' 'father' 'stop' 'friends' 'help' 'way' 'time']
3068,,12,PG-13,Washington Square Films,My Entire High School Sinking Into the Sea,6.1,"['Animation', 'Action', 'Comedy', 'Drama', 'Thriller']","['school', 'high']",[ 2  0  4  7 21],['Animation' 'Action' 'Comedy' 'Drama' 'Thriller'],7832,[72 37],['school' 'high']
3069,,12A,PG-13,Artists First,Wendell & Wild,6.4,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Horror']","['living', 'year', 'old']",[ 2  1  4  8  9 12],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy' 'Horror'],843,[47 96 61],['living' 'year' 'old']
3070,,15,16+,20th Century Fox Television,Stewie Griffin: The Untold Story,7.5,"['Animation', 'Adventure', 'Comedy']","['future', 'death', 'meets', 'family', 'discovers']",[2 1 4],['Animation' 'Adventure' 'Comedy'],71,[31 14 54 22 16],['future' 'death' 'meets' 'family' 'discovers']
3071,,G,G,Walt Disney Animation Studios,The Princess and the Frog,7.1,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']","['set', 'journey']",[ 2  1  4  8  9 14 18],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy' 'Musical' 'Romance'],7806,[74 42],['set' 'journey']
3072,,PG,PG,Nickelodeon Movies,Paws of Fury: The Legend of Hank,5.7,"['Animation', 'Action', 'Comedy', 'Family']",[],[2 0 4 8],['Animation' 'Action' 'Comedy' 'Family'],5635,[],[]
3073,,PG,G,Skydance Animation,Luck,6.4,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['lives', 'old']",[2 1 4 8 9],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy'],6914,[46 61],['lives' 'old']
3074,,PG,G,Pixar Animation Studios,Cars,7.2,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sport']","['gets', 'town', 'life', 'way']",[ 2  1  4  8 20],['Animation' 'Adventure' 'Comedy' 'Family' 'Sport'],6068,[32 85 45 90],['gets' 'town' 'life' 'way']
3075,,PG,PG,Rainmaker Animation & Visual Effects,Surf's Up 2: WaveMania,4.5,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sport']",[],[ 2  1  4  8 20],['Animation' 'Adventure' 'Comedy' 'Family' 'Sport'],6321,[],[]
3076,,PG,PG,Columbia Pictures,Hotel Transylvania 4: Transformania,6.0,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Horror']",['turns'],[ 2  1  4  8  9 12],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy' 'Horror'],2294,[88],['turns']
3077,,PG,PG,Annapurna Pictures,Missing Link,6.7,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['long', 'world', 'help', 'new', 'friend']",[2 1 4 8 9],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy'],675,[49 95 36 59 29],['long' 'world' 'help' 'new' 'friend']
3078,,PG,PG,Columbia Pictures,Hotel Transylvania,7.0,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Horror', 'Romance']","['boy', 'daughter', 'falls', 'high', 'world', 'goes', 'discovers']",[ 2  1  4  8  9 12 18],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy' 'Horror' 'Romance'],2294,[ 4 11 21 37 95 34 16],['boy' 'daughter' 'falls' 'high' 'world' 'goes' 'discovers']
3079,,PG,PG,Walt Disney Animation Studios,Bolt,6.8,"['Animation', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Family', 'Sci-Fi']","['real', 'save', 'just']",[ 2  1  4  5  7  8 19],['Animation' 'Adventure' 'Comedy' 'Crime' 'Drama' 'Family' 'Sci-Fi'],7806,[67 71 43],['real' 'save' 'just']
3080,,PG,PG,Warner Bros.,Smallfoot,6.6,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']","['high', 'lives', 'secret', 'day']",[ 2  1  4  7  8  9 14],['Animation' 'Adventure' 'Comedy' 'Drama' 'Family' 'Fantasy' 'Musical'],7819,[37 46 73 12],['high' 'lives' 'secret' 'day']
3081,,PG,PG,Paramount Animation,The SpongeBob Movie: Sponge on the Run,5.9,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['city', 'home']",[2 1 4 8 9],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy'],5919,[ 6 38],['city' 'home']
3082,,PG,PG,DreamWorks Animation,The Boss Baby 2: Family Business,5.9,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['family', 'new']",[2 1 4 8 9],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy'],2849,[22 59],['family' 'new']
3083,,PG,PG,Walt Disney Pictures,Brave,7.1,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']","['life', 'make']",[2 1 4 7 8 9],['Animation' 'Adventure' 'Comedy' 'Drama' 'Family' 'Fantasy'],7807,[45 52],['life' 'make']
3084,,PG,PG,Walt Disney Pictures,Enchanted,7.1,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']","['evil', 'city', 'falls', 'york', 'love', 'young', 'new']",[ 2  1  4  8  9 14 18],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy' 'Musical' 'Romance'],7807,[19  6 21 98 51 99 59],['evil' 'city' 'falls' 'york' 'love' 'young' 'new']
3085,,PG,PG,Netflix,My Little Pony: A New Generation,6.8,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']","['world', 'time', 'young', 'new', 'friend']",[ 2  1  4  8  9 14],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy' 'Musical'],5567,[95 84 99 59 29],['world' 'time' 'young' 'new' 'friend']
3086,,PG,PG,Twentieth Century Fox,Garfield,5.0,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",[],[2 1 4 8 9],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy'],7610,[],[]
3087,,PG,PG,Paramount Pictures,Clifford the Big Red Dog,5.9,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Sci-Fi']","['girl', 'love', 'young']",[ 2  1  4  7  8 19],['Animation' 'Adventure' 'Comedy' 'Drama' 'Family' 'Sci-Fi'],5921,[33 51 99],['girl' 'love' 'young']
3088,,PG,PG,Netflix Animation,The Sea Beast,7.0,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['girl', 'journey', 'make', 'young']",[2 1 4 8 9],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy'],5568,[33 42 52 99],['girl' 'journey' 'make' 'young']
3089,,PG,PG,Universal Pictures,Hop,5.4,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['work', 'teenage', 'son']",[2 1 4 8 9],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy'],7676,[94 83 76],['work' 'teenage' 'son']
3090,,PG,PG,Walt Disney Animation Studios,Wreck-It Ralph,7.7,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",['lives'],[ 2  1  4  8  9 19],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy' 'Sci-Fi'],7806,[46],['lives']
3091,,PG,PG,DreamWorks Animation,Madagascar: Escape 2 Africa,6.6,"['Animation', 'Adventure', 'Comedy', 'Family']","['city', 'york', 'discovers', 'new']",[2 1 4 8],['Animation' 'Adventure' 'Comedy' 'Family'],2849,[ 6 98 16 59],['city' 'york' 'discovers' 'new']
3092,,PG,PG,Focus Features,ParaNorman,7.0,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Mystery']","['boy', 'town', 'save', 'takes', 'old']",[ 2  1  4  8  9 15],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy' 'Mystery'],3467,[ 4 85 71 81 61],['boy' 'town' 'save' 'takes' 'old']
3093,,PG,PG,Walt Disney Pictures,Zootopia,8.0,"['Animation', 'Adventure', 'Comedy', 'Crime', 'Family', 'Mystery']","['work', 'city']",[ 2  1  4  5  8 15],['Animation' 'Adventure' 'Comedy' 'Crime' 'Family' 'Mystery'],7807,[94  6],['work' 'city']
3094,,PG,PG,20th Century Studios,Ron's Gone Wrong,7.0,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']","['true', 'story', 'set', 'journey', 'new']",[ 2  1  4  8 19],['Animation' 'Adventure' 'Comedy' 'Family' 'Sci-Fi'],72,[87 79 74 42 59],['true' 'story' 'set' 'journey' 'new']
3095,,PG,PG,Twentieth Century Fox Animation,Robots,6.4,"['Animation', 'Adventure', 'Comedy', 'Family', 'Romance', 'Sci-Fi']","['city', 'world', 'young', 'new']",[ 2  1  4  8 18 19],['Animation' 'Adventure' 'Comedy' 'Family' 'Romance' 'Sci-Fi'],7611,[ 6 95 99 59],['city' 'world' 'young' 'new']
3096,,PG,PG,Columbia Pictures,Surf's Up,6.7,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sport']","['look', 'world']",[ 2  1  4  8 20],['Animation' 'Adventure' 'Comedy' 'Family' 'Sport'],2294,[50 95],['look' 'world']
